姓名,性别,民族,出生年月,籍贯,现任职务,党派,代表团,学历,学位,毕业院校,专业
汤宗伟,男,汉族,1961年7月,四川富顺,全国人大代表,中共,重庆,研究生,高级管理人员工商管理硕士,重庆大学,工商管理
孙政才,男,汉族,1963年9月,山东荣成,全国人大代表,中共,重庆,研究生,农学博士,北京市农林科学院、北京农业大学,作物栽培与耕作学
孙晓梅,女,汉族,1958年11月,安徽庐江,全国人大代表,农工党,重庆,大学,,中国人民大学二分校,中共党史专业（妇运史）
杜黎明,男,汉族,1955年3月,山东邹平,全国人大常委会委员，重庆市人大常委会副主任，农工党中央常委、重庆市委主委,农工党,重庆,研究生,高级管理人员工商管理硕士,中央党校大学重庆大学,经济管理工商管理
李建春,男,汉族,1959年2月,山西偏关,全国人大代表,中共,重庆,研究生,管理学博士,重庆大学,技术经济及管理
李秋,女,汉族,1963年8月,重庆市,全国人大代表,民盟,重庆,研究生,医学博士,重庆医科大学,儿科学
李祖伟,男,汉族,1962年8月,重庆市,全国人大代表,中共,重庆,研究生,工学博士,西南交通大学,桥梁与隧道工程
李晋,女,汉族,1962年5月,山西岚县,全国人大代表,中共,重庆,大学,经济学学士,渝州大学,工商企业管理
杨帆,女,汉族,1977年2月,重庆市,全国人大代表,中共,重庆,研究生,工学博士,上海交通大学德国哈根大学,计算机软件与理论计算机应用与技
杨宏伟,男,汉族,1964年6月,四川达县,全国人大代表,中共,重庆,中央党校研究生,,中央党校,法学理论
吴亚军,女,汉族,1964年5月,重庆市,全国人大代表,,重庆,大学本科,工学学士,西北工业大学,航海工程
何平,男,汉族,1963年7月,重庆市,全国人大代表,中共,重庆,研究生,哲学博士,荷兰乌德勒支大学,植物学
何谦,男,汉族,1967年10月,四川巴中,全国人大代表,中共,重庆,研究生,经济学博士,德国马尔堡大学,市场营销与商业企业管理
余敏,女,汉族,1953年11月,重庆市,全国人大代表,中共,重庆,研究生,,中央党校,经济管理
沈金强,男,汉族,1963年10月,江苏南京,全国人大代表,民建,重庆,研究生,管理经济学硕士,新加坡南洋理工大学,管理经济学
沈铁梅,女,汉族,1965年7月,重庆市,全国人大代表,民建,重庆,研究生,,,
张轩,女,汉族,1958年5月,河北滦县,全国人大代表,中共,重庆,大学本科,法学学士,西南政法学院,法律
张洪川,女,苗族,1968年6月,重庆市,全国人大代表,中共,重庆,中央党校大学,,中央党校,法律
张楀,女,苗族,1973年3月,重庆市,全国人大代表,,重庆,大专,,四川广播电视大学,市场营销
陈光国,男,汉族,1947年2月,重庆市,全国人大常委会委员、全国人大农业与农村委员会副主任委员,中共,重庆,大学本科,,中国人民大学,贸易经济
罗明,男,汉族,1956年7月,河北宁晋,全国人大代表,中共,重庆,大学,,,
周光权,男,汉族,1968年1月,重庆市,全国人大法律委员会委员，清华大学法学院教授，中国司法研究中心主任,,重庆,研究生,法学博士,中国人民大学,刑法学
周绪红,男,汉族,1956年10月,湖南南县,全国人大代表,中共,重庆,研究生,工学博士,湖南大学,工民建
周琦,女,汉族,1959年9月,重庆市,全国人大代表,中共,重庆,研究生,工学硕士,重庆大学,生物医学
郑尚伦,男,汉族,1974年4月,重庆市,全国人大代表,中共,重庆,大学本科,,中国刑事警察学院,侦查学
孟庆强,男,汉族,1966年7月,天津南开,全国人大代表,中共,重庆,大学本科,工学学士,天津大学,电力系统及其自动化
胡际权,男,汉族,1964年4月,重庆市,全国人大代表,中共,重庆,研究生,管理学博士,西南农业大学,农业经济管理
袁志伦,男,汉族,1964年11月,重庆市,全国人大代表,,重庆,大学本科,工学学士,成都科技大学,热处理及金属材料
钱锋,男,汉族,1964年4月,浙江杭州,全国人大代表,中共,重庆,研究生,法学博士,对外经济贸易大学,国际法学
郭永宏,男,汉族,1963年5月,山西交城,全国人大代表,中共,重庆,硕士研究生,管理学博士,天津财经大学,企业管理专业
郭向东,男,汉族,1961年10月,浙江东阳,全国人大代表,中共,重庆,大专,高级管理人员工商管理硕士,杭州大学,工商管理
唐林,男,汉族,1960年3月,重庆市,全国人大代表,中共,重庆,研究生,管理经济学硕士,新加坡南洋理工大学,管理经济学
唐洪军,男,汉族,1961年11月,四川内江,全国人大代表,中共,重庆,研究生,农学硕士,四川农业大学,作物遗传育种
涂建华,男,汉族,1963年4月,重庆市,全国人大代表,,重庆,市委党校大学,,重庆市委党校,经济管理
黄云,男,汉族,1962年1月,重庆市,全国人大代表,致公党,重庆,研究生,工学硕士,重庆大学,机械制造
黄奇帆,男,汉族,1952年5月,浙江诸暨,全国人大代表,中共,重庆,大学普通班,工商管理硕士,上海机械学院,工商管理
崔坚,男,汉族,1955年8月,山西安泽,全国人大代表,中共,重庆,研究生,高级管理人员工商管理硕士,重庆大学,
董书民,男,汉族,1955年6月,河北固安,全国人大代表,中共,重庆,大学本科,,西安政治学院,法律
韩建敏,女,汉族,1954年12月,四川成都,全国人大代表,民盟,重庆,大学普通班,,重庆师范学院,汉语言文学
韩德云,男,汉族,1962年12月,四川乐山,全国人大代表,,重庆,研究生,法学硕士,美国洛杉矶加州大学,法学
程东红,女,汉族,1953年11月,重庆市,全国人大法律委员会委员，中国科学技术协会副主席，中国自然科学博物馆协会理事长,中共,重庆,研究生,教育学博士,北京师范大学,比较教育学
程德宏,男,汉族,1961年5月,湖北麻城,全国人大代表,中共,重庆,市委党校研究生,工学学士,重庆市委党校,宪法学与行政法学
释身振,男,汉族,1970年3月,重庆市,全国人大代表,,重庆,研究生,佛硕士,中国佛学院,佛学研究
谢小军,男,汉族,1950年12月,重庆市,全国人大常委会委员，九三学社中央副主席、重庆市主委，重庆市政协副主席,九三学社,重庆,研究生,理学博士,北京师范大学,生态学
谢德体,男,汉族,1957年9月,四川开江,全国人大代表,民革,重庆,研究生,农学博士,西南农业大学,土壤与农业化学
廖庆轩,男,汉族,1961年6月,四川自贡,全国人大代表,中共,重庆,研究生,管理经济学硕士,新加坡南洋理工大学,管理经济学
廖晓军,男,汉族,1952年3月,重庆市,全国人大常委会委员、全国人大财政经济委员会副主任委员，全国人大常委会预算工作委员会主任，机关党组成员,中共,重庆,大学普通班,,天津财经学院,金融
于伟,男,汉族,1955年10月,河北黄骅,全国人大代表,中共,四川,大学,农学学士,四川农学院,农学专业
王一宏,男,汉族,1961年6月,四川绵竹,全国人大代表,中共,四川,研究生,经济学硕士,西南交通大学,区域经济专业
王少雄,男,汉族,1950年12月,重庆,全国人大代表,中共,四川,中央党校研究生,,中央党校,世界经济专业
王东明,男,汉族,1956年7月,辽宁本溪,全国人大代表,中共,四川,中央党校研究生,哲学学士,中央党校,法学专业
王宁,男,汉族,1959年7月,四川德阳,全国人大代表,中共,四川,研究生,经济学博士,西南财经大学,财政学专业
王安兰,女,羌族,1987年9月,四川茂县,全国人大代表,中共,四川,大专,,西南科技大学游仙教学部,机械制造及自动化
王劲,男,汉族,1963年2月,重庆江津,全国人大代表,中共,四川,研究生,工学硕士,重庆大学,
王明容,女,苗族,1972年10月,四川珙县,全国人大代表,,四川,高中,,,
王明雯,女,彝族,1968年5月,四川雷波,全国人大常委会委员、全国人大民族委员会委员，九三学社四川省委委员、凉山州暨西昌市委秘书长，西昌学院法学教授、学报编辑部副主任,九三学社,四川,大学,硕士,四川师范大学,思想政治教育
王晓州,男,汉族,1964年8月,陕西扶风,全国人大代表,中共,四川,研究生,管理学,北京交通大学,管理科学与工程专业
王海林,男,汉族,1955年3月,山西静乐,全国人大代表,中共,四川,研究生,经济学硕士,四川省社会科学院,工业经济专业
王海萍,女,汉族,1956年11月,山东龙口,全国人大代表,中共,四川,大学,法律硕士,西南政法学院,法律专业
王菲,男,汉族,1963年10月,四川巴中,全国人大代表,中共,四川,研究生,经济学博士,西南财经大学,财政学
王铭晖,男,汉族,1960年2月,四川资阳,全国人大代表,中共,四川,省委党校研究生,,四川省委党校,现代管理专业
王麒,女,汉族,1972年6月,广东汕头,全国人大代表,致公党,四川,研究生,经济学硕士,美国纽约科技大学,工商经济管理专业
尹力,男,汉族,1962年8月,山东临邑,全国人大代表,中共,四川,研究生,博士,,
邓川,男,汉族,1957年1月,四川乐至,全国人大代表,中共,四川,研究生,经济学硕士,吉林大学,国民经济计划与管理
甘道明,男,汉族,1947年2月,四川富顺,全国人大代表,中共,四川,中央党校研究生,,中央党校,政治学专业
左万军,男,汉族,1963年11月,四川青川,全国人大代表,中共,四川,大专,,深圳大学工商管理函授学院,工商企业管理
石岷嘉,女,汉族,1959年10月,四川井研,全国人大代表,民盟,四川,大学,学士,西南师范学院,学前教育专业
石柯,男,汉族,1958年1月,陕西泾阳,全国人大代表,中共,四川,大学,,西安建筑科技大学,金属材料
甲登·洛绒向巴,男,藏族,1946年5月,四川甘孜,全国人大代表,,四川,藏文大专,,,
包惠,女,汉族,1963年8月,云南宣威,全国人大代表,中共,四川,研究生,博士,西南交通大学,管理科学与工程
成甦,男,汉族,1955年10月,河北宁晋,全国人大代表,致公党,四川,大专,,四川广播电视大学,企业管理专业
任永昌,男,汉族,1956年7月,四川成都,全国人大代表,中共,四川,大学,农学学士,西南农学院,农业经济管理专业
仰协,女,汉族,1958年10月,浙江杭州,全国人大代表,民建,四川,研究生,工商管理硕士,成都电子科技大学,高级工商管理专业
向东,男,汉族,1968年1月,重庆,全国人大代表,中共,四川,大学,哲学学士,四川大学,哲学
刘永好,男,汉族,1951年9月,四川新津,全国人大代表,,四川,大专,,四川广播电视大学,电子专业
刘守培,男,汉族,1953年7月,四川什邡,全国人大代表,中共,四川,研究生,,四川省工商管理学院,工商管理
刘奇葆,男,汉族,1953年1月,安徽宿松,全国人大代表,中共,四川,研究生,经济学硕士,吉林大学,国民经济计划和管理专业
刘国中,男,汉族,1962年7月,黑龙江望奎,全国人大代表,中共,四川,研究生,工学硕士,哈尔滨工业大学,压力加工
刘革新,男,汉族,1951年5月,湖北黄陂,全国人大代表,中共,四川,研究生,,,
刘捷,男,汉族,1957年2月,四川兴文,全国人大代表,中共,四川,研究生,理学、经济学硕士,中国科学院地理研究所经济地理（区域经济）专业、辽宁大学企业管理专业,
刘道平,男,汉族,1956年1月,四川平昌,全国人大代表,中共,四川,中央党校研究生,,中央党校,经济管理专业
刘强,男,汉族,1965年8月,四川井研,全国人大代表,中共,四川,中央党校研究生,,中央党校,经济管理专业
江善明,男,汉族,1950年8月,达州市通川区,全国人大代表,中共,四川,大学,,重庆大学,冶金
许建南,女,汉族,1957年12月,江苏宜兴,全国人大代表,,四川,大学,学士,国防科技大学,高能量密度物理
孙传敏,男,汉族,1953年4月,四川资阳,全国人大代表,民革,四川,研究生,博士,瑞士日内瓦大学,地球科学专业
孙明,女,汉族,1956年9月,山东莒南,全国人大代表,,四川,研究生,硕士,西南财经大学,高级工商管理专业
苏泽林,男,汉族,1951年7月,四川资阳,全国人大常委会委员、全国人大法律委员会副主任委员,中共,四川,中央党校研究生,,中央党校,法理学专业
李屹,男,汉族,1960年2月,四川渠县,全国人大常委会委员、全国人大教育科学文化卫生委员会委员，中国文学艺术界联合会党组副书记、副主席、书记处书记,中共,四川,在职研究生,,中国社会科学院,货币银行专业
李旭,女,彝族,1967年8月,四川会东,全国人大代表,中共,四川,大学,,,农学
李晓华,女,汉族,1967年12月,四川西充,全国人大代表,,四川,大专,,,
